numero_registro,marca_comercial,titular_registro,classe_categoria_agronomica,ingrediente_ativo,classificacao_toxicologica,classificacao_ambiental,formulacao,ingrediente_ativo_detalhado,documento_cadastrado,produto_formulado_vinculado,url_agrofit
219,['Difenoconazole JS Técnico Helm'],Helm do Brasil Mercantil,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': '20251112_Rotulo_PT_Difenoconazole_JS_TC', 'tipo_documento': 'Rótulo', 'data_inclusao': '12/11/2025 15:28:30', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=537540&p_nm_file=F142556055/20251112_Rotulo_PT_Difenoconazole_JS_TC.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Score'], 'numero_registro': '2894', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Cureforce'], 'numero_registro': '8406', 'titular_registro': 'Jubailireg Brasil Ltda'}, {'marca_comercial': ['Score Flexi®'], 'numero_registro': '9906', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Cypress 400 EC Glove'], 'numero_registro': '6710', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Bravonil Top'], 'numero_registro': '01620', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Raigen'], 'numero_registro': '19620', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Avura'], 'numero_registro': '38218', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Priori Top'], 'numero_registro': '4313', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Celest XL'], 'numero_registro': '18408', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Amistar Top'], 'numero_registro': '3809', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Dividend Supreme'], 'numero_registro': '11917', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Flare'], 'numero_registro': '9808', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Simplar'], 'numero_registro': '14722', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Revus Top SC'], 'numero_registro': '30021', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Ozean'], 'numero_registro': '04123', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Prisma Plus', 'Ehvero'], 'numero_registro': '9917', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Adetus'], 'numero_registro': '14822', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Fleris'], 'numero_registro': '41118', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Rocale'], 'numero_registro': '31020', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Elatus Trio'], 'numero_registro': '01519', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Miravis Duo'], 'numero_registro': '14222', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Miravis Top'], 'numero_registro': '14922', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Alade'], 'numero_registro': '07521', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Álibi'], 'numero_registro': '41018', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Reflect Top'], 'numero_registro': '35325', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['Spyrale'], 'numero_registro': '31625', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}, {'marca_comercial': ['LVH04A'], 'numero_registro': '45225', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Spectro'], 'numero_registro': '3094', 'titular_registro': 'Syngenta Proteção de Cultivos Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=11507
TC25022,['Difenoconazole L Técnico Helm'],Helm do Brasil Mercantil,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': '20230104_Rotulo_PT_Difenoconazole_L_Tecnico_Helm', 'tipo_documento': 'Rótulo', 'data_inclusao': '04/01/2023 13:36:54', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=443819&p_nm_file=F185587872/20230104_Rotulo_PT_Difenoconazole_L_Tecnico_Helm.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Cureforce'], 'numero_registro': '8406', 'titular_registro': 'Jubailireg Brasil Ltda'}, {'marca_comercial': ['Ozean'], 'numero_registro': '04123', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Prisma Plus', 'Ehvero'], 'numero_registro': '9917', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['LVH04A'], 'numero_registro': '45225', 'titular_registro': 'Helm do Brasil Mercantil'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14637
TC05920,['Difenoconazole Tecnico Cropchem II'],Cropchem Ltda,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '03/06/2020 17:50:15', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=352727&p_nm_file=F1586493472/R%C3%B3tulo%20Difenoconazole%20Tec%20CropChem%20II.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Pladius'], 'numero_registro': '22522', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}, {'marca_comercial': ['Sevare Duo'], 'numero_registro': '41825', 'titular_registro': 'Cropchem Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14650
TC06020,['Difenoconazole Tecnico Nortox IV'],Nortox S.A.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Difenoconazole Técnico Nortox IV-Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '22/04/2020 17:07:37', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=339828&p_nm_file=F193786704/Difenoconazole%20T%C3%A9cnico%20Nortox%20IV-R%C3%B3tulo.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenocononazole Nortox'], 'numero_registro': '31799/18R', 'titular_registro': 'Nortox S.A.'}, {'marca_comercial': ['Glove Nortox'], 'numero_registro': '09225', 'titular_registro': 'Nortox S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15979
TC26222,['Difenoconazole Técnico ADA'],Adama Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Rótulo_Difenoconazole_Técnico_Ada_21122022_v01', 'tipo_documento': 'Rótulo', 'data_inclusao': '11/09/2024 11:02:15', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=492861&p_nm_file=F31258394/R%C3%B3tulo_Difenoconazole_T%C3%A9cnico_Ada_21122022_v01.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Across', 'Zarco'], 'numero_registro': '22820', 'titular_registro': 'Adama Brasil S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=16750
19816,['Difenoconazole Técnico Avgust'],Avgust Crop Protection Importação e Exportação Ltda.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': '2025_262_Difeno Tec_Rotulo completo', 'tipo_documento': 'Rótulo', 'data_inclusao': '21/10/2025 18:33:37', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=535739&p_nm_file=F230306604/2025_262_Difeno%20Tec_Rotulo%20completo.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Curygen EC'], 'numero_registro': '39317', 'titular_registro': 'Avgust Crop Protection Importação e Exportação Ltda.'}, {'marca_comercial': ['Volna 250 EC'], 'numero_registro': '39217', 'titular_registro': 'Avgust Crop Protection Importação e Exportação Ltda.'}, {'marca_comercial': ['Pladius'], 'numero_registro': '22522', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=11261
TC05820,['Difenoconazole Técnico CCAB'],CCAB Agro S.A.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Rótulo_Difenoconazole Técnico CCAB', 'tipo_documento': 'Rótulo', 'data_inclusao': '12/05/2020 20:44:30', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=345329&p_nm_file=F940474716/R%C3%B3tulo_Difenoconazole%20T%C3%A9cnico%20CCAB_CCAB.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenoconazol CCAB 250 EC'], 'numero_registro': '10221', 'titular_registro': 'CCAB Agro S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14377
TC07325,['Difenoconazole Técnico FB'],Agroallianz S.A,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'RT- Difenoconazole Técnico Rev01', 'tipo_documento': 'Rótulo', 'data_inclusao': '02/05/2025 16:38:06', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=520043&p_nm_file=F170471861/RT-%20Difenoconazole%20T%C3%A9cnico%20Rev01.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15991
TC14125,['Difenoconazole Técnico Hailir'],Hailir Brasil Defensivos Agricolas Ltda,['Fungicida'],['difenoconazol (triazol) (960 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '960', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96'}]","[{'descricao': 'Hailir/076/25 (12/09/2025)', 'tipo_documento': 'Rótulo', 'data_inclusao': '12/09/2025 17:32:09', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=532397&p_nm_file=F356217796/2025.09.12_Difeno%20TC%20Hailir_R..pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Velvete'], 'numero_registro': '35823', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Cerimônia'], 'numero_registro': '45719', 'titular_registro': 'Ascenza Brasil Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=19648
14919,['Difenoconazole Técnico JS FMC'],FMC Química do Brasil Ltda.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'DIFENOCONAZOLE TÉCNICO JS FMC_Layout', 'tipo_documento': 'Rótulo', 'data_inclusao': '30/05/2019 09:00:25', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=260807&p_nm_file=F537340571/DIFENOCONAZOLE%20T%C3%89CNICO%20JS%20FMC_Layout.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Onsuva'], 'numero_registro': '22923', 'titular_registro': 'FMC Química do Brasil Ltda.'}, {'marca_comercial': ['Ferus'], 'numero_registro': '01524', 'titular_registro': 'FMC Química do Brasil Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15267
TC22922,['Difenoconazole Técnico Limin'],Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'rótulo_Difeconazole Técnico Limin_Agrofit_17_05_2024', 'tipo_documento': 'Rótulo', 'data_inclusao': '17/05/2024 15:28:00', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=484166&p_nm_file=F569979021/r%C3%B3tulo_Difeconazole%20T%C3%A9cnico%20Limin_Agrofit_17_05_2024.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difcor 250 EC', 'Difcor Glob', 'Difure Pento', 'Passerelle', 'Fardi', 'Ruffex'], 'numero_registro': '15716', 'titular_registro': 'Globachem Proteção de Cultivos do Brasil Ltda.'}, {'marca_comercial': ['Adiconstar'], 'numero_registro': '16625', 'titular_registro': 'Rainbow Defensivos Agrícolas Ltda.'}, {'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Velvete'], 'numero_registro': '35823', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=17305
TC12523,['Difenoconazole Técnico Nortox'],Nortox S.A.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Difenoconazole Técnico Nortox -Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '14/05/2025 10:36:21', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=521226&p_nm_file=F1749837022/Difenoconazole%20T%C3%A9cnico%20Nortox%20-R%C3%B3tulo.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenocononazole Nortox'], 'numero_registro': '31799/18R', 'titular_registro': 'Nortox S.A.'}, {'marca_comercial': ['Difenoconazol Nortox 250 SC'], 'numero_registro': '34124', 'titular_registro': 'Nortox S.A.'}, {'marca_comercial': ['Glove Nortox'], 'numero_registro': '09225', 'titular_registro': 'Nortox S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=13703
TC24825,['Difenoconazole Técnico Nortox II'],Nortox S.A.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Difenoconazol Técnico Nortox II - Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '21/11/2025 10:00:14', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=538307&p_nm_file=F1733753132/Difenoconazole%20T%C3%A9cnico%20Nortox%20II%20-R%C3%B3tulo.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenocononazole Nortox'], 'numero_registro': '31799/18R', 'titular_registro': 'Nortox S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15218
40418,['Difenoconazole Técnico Pilarquim'],Pilarquim Br Comercial Ltda.,['Fungicida'],['difenoconazol (triazol) (980 g/L)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '980', 'unidade_medida': 'Gramas por Litros', 'percentual': '98'}]","[{'descricao': 'Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '11/04/2019 10:04:58', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=248127&p_nm_file=F461633038/10.04.2019_%20MAPA_Agrofit_Rotulo_Difenoconazole%20tecnico%20Pilarquim.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Cerimônia'], 'numero_registro': '45719', 'titular_registro': 'Ascenza Brasil Ltda'}, {'marca_comercial': ['Agrotop', 'Pilardifen', 'Ditor 250 TM'], 'numero_registro': '28220', 'titular_registro': 'Pilarquim Br Comercial Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=10474
TC01025,['Difenoconazole Técnico Rotam'],Albaugh Agro Brasil Ltda.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Difenoconazole-Tec-Rotam_RT_2025-03-06', 'tipo_documento': 'Rótulo', 'data_inclusao': '10/03/2025 08:04:37', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=515708&p_nm_file=F122736936/Difenoconazole-Tec-Rotam_RT_2025-03-06.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15420
TC02424,['Difenoconazole Técnico SAU'],Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.,['Fungicida'],['difenoconazol (triazol) (970 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '970', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '97'}]","[{'descricao': 'Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '07/05/2024 18:17:06', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=482972&p_nm_file=F1762926672/R%C3%B3tulo_DifenoconazoleT%C3%A9cnicoSAU_07.05.2024.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difenoconazol CCAB 250 EC'], 'numero_registro': '10221', 'titular_registro': 'CCAB Agro S.A.'}, {'marca_comercial': ['Sevare 250 EC'], 'numero_registro': '21121', 'titular_registro': 'Cropchem Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=20138
TC09125,['Difenoconazole Técnico SC'],Lemma Agronegócios Importação e Exportação Ltda.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]",[],[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=20386
TC16625,['Difenoconazole Técnico SCH'],Proregistros Registros de Produtos Ltda,['Fungicida'],['difenoconazol (triazol) (960 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '960', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96'}]","[{'descricao': 'RÓTULO - DIFENOCONAZOLE TÉCNICO SCH', 'tipo_documento': 'Rótulo', 'data_inclusao': '28/08/2025 01:04:43', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=530392&p_nm_file=F845128458/ROTULO_DIFENOCONAZOLE_TECNICO_SCH%20(28-08-2025).pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=21156
319,['Difenoconazole Técnico SNB'],Sipcam Nichino Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Difenoconazole Técnico SNB_Rótulo_Jan.2019', 'tipo_documento': 'Rótulo', 'data_inclusao': '14/01/2019 13:29:03', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=226574&p_nm_file=F1723306322/Difenoconazole%20Tecnico%20SNB_R%C3%B3tulo%20Agrofit%202019.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Velvete'], 'numero_registro': '35823', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=13380
TC03925,['Difenoconazole Técnico STK'],Stockton Agrimor do Brasil Ltda.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]",[],[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=22818
